PHE	TRAIN_RAW	TRAIN_RESID	TRAIN_JOINT	TRAIN_COVAR	TEST_RAW	TEST_RESID	TEST_JOINT	TEST_COVAR
BIN10030500	0.124546769002	0.0147405590318	0.0460698176165	0.0147454216967	0.0198566128451	0.000384770855174	0.0177973650358	0.0168705998464
BIN10030510	0.113081705693	0.0121951084434	0.0462608912577	0.00972694713991	0.0161154409666	0.000248415007446	0.00945194573252	0.00868552591838
BIN10030800	0.0360834555008	0.000839123006249	0.293857070651	0.291495766068	0.0125142992125	3.21126971895e-05	0.288384227522	0.287957266526
BIN10030820	0.0362334811517	0.0013103109882	0.0092403289512	0.00610780816264	0.0413090039485	0.00169743881861	0.00862184443168	0.00468294382489
BIN1020483	0.0289248486524	0.000804731385831	0.0341029109969	0.0242329743247	0.000769911080745	-2.95492865618e-05	0.0195732607208	0.019571312115
BIN1210	0.0298588654524	0.000945616447712	0.0320188093076	0.0313100866389	0.0115214685432	0.000103563945843	0.0299139262661	0.0298229800738
BIN1677	0.046813219717	0.00144628949001	0.0407446756184	0.0394613265153	0.0450448424949	0.00125434189026	0.0371195818639	0.0359479561089
BIN1920	0.0431056740836	0.00187268163287	0.014270536001	0.0129070936126	0.0356454162754	0.00124480653428	0.0146087178182	0.0136799682323
BIN1930	0.0348372183523	0.00127813970047	0.0250960465264	0.0241615000284	0.0348340857568	0.00125130738868	0.027525033875	0.0265903451988
BIN1940	0.0264976258751	0.00066453783724	0.012539883175	0.0119788292002	0.0344900134085	0.0011215623388	0.0119131975702	0.0109452878343
BIN1950	0.0306648516875	0.00101468963019	0.02901463303	0.0282679687839	0.0225659026742	0.000539678458382	0.0300000893531	0.0295858320878
BIN1960	0.0440831980442	0.00194582288712	0.0149803938531	0.0135347158929	0.0390709384929	0.00149114458892	0.0161448667652	0.0150130265471
BIN1970	0.028402002867	0.000840499659123	0.00853269728136	0.00777694611612	0.0194893252243	0.000360720730147	0.00915967258809	0.00879644762622
BIN1980	0.0293241948467	0.00091325410031	0.020860278443	0.0201870045975	0.0294803378472	0.000871918513651	0.02172498684	0.0210596939494
BIN1990	0.028121154298	0.000783438243702	0.00601516345066	0.00516302689369	0.0244987359311	0.000555704901649	0.00693183918205	0.00628799715331
BIN2000	0.0246348449802	0.000638503037033	0.016668808604	0.0162048012668	0.0206424902216	0.000433292344672	0.0180859525217	0.0177509371933
BIN2010	0.0228531642646	0.00052021579065	0.0044916151452	0.00399353951906	0.0175782365731	0.000285748841913	0.00530074077809	0.00499322229071
BIN2020	0.103595083657	0.0107539488944	0.0215347703571	0.0101583389904	0.0378733632247	0.00140199386641	0.0122321738383	0.0107534972696
BIN2030	0.0287849218401	0.00085514286975	0.0192900285769	0.0185771827001	0.02113738882	0.000416884195427	0.0207971056848	0.0204116388926
BIN2040	0.0434082962123	0.00197508560552	0.0350400871096	0.0333136651539	0.0254931237198	0.000667644165597	0.0358271372582	0.035276727592
BIN20401	0.0727730241204	0.00497499960822	0.0260887076663	0.0139506384435	0.00264931395152	-6.54754929055e-05	0.0176815012583	0.0176499655584
BIN20421	0.127384306759	0.0161112033403	0.0288063938542	0.0144974569935	0.0321428106507	0.00106780500105	0.0128652441849	0.0118745817368
